EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_Recall
1	11:18:03	0	0.1000	0.136273244633819	82.48033905029297		0.10251410061550892
2	11:27:09	0	0.1000	0.04715756630722032	60.60282516479492		0.10345024816695608
3	11:36:15	0	0.1000	0.036277315536404245	49.186309814453125		0.10360621966270302
4	11:45:23	0	0.1000	0.031208491284462184	44.02147674560547		0.10377891914663684
5	11:54:30	0	0.1000	0.02794373083440854	40.157814025878906		0.10393856945384114
6	12:03:37	1	0.1000	0.025706328337948038	37.581390380859375		0.10383554316968084
7	12:12:38	0	0.1000	0.023947731825724163	35.847007751464844		0.10404358554310639
8	12:21:40	0	0.1000	0.0225269687475458	34.099979400634766		0.10413166226080499
9	12:30:41	0	0.1000	0.021406065214153388	32.66034698486328		0.10418908501933229
10	12:39:42	0	0.1000	0.02036246104618146	31.612707138061523		0.10454384506858345
11	12:48:43	1	0.1000	0.019503672107892712	30.59605598449707		0.10435682296580724
12	12:57:44	2	0.1000	0.018740728417053848	29.66622543334961		0.10443784596934631
13	13:06:45	3	0.1000	0.01804342446359389	28.878910064697266		0.10447290664160806
14	13:15:46	4	0.1000	0.017417692700991822	28.260692596435547		0.10443740412082585
15	13:24:48	0	0.0500	0.01693861992570766	27.70163917541504		0.10456076228340684
16	13:33:49	0	0.0500	0.016668678709024016	27.468547821044922		0.1045715746903493
17	13:42:50	0	0.0500	0.01644544204207369	27.18427848815918		0.10460143418065006
18	13:51:50	1	0.0500	0.01620713370991984	26.847700119018555		0.10449678568015303
19	14:00:50	0	0.0500	0.01599634134572854	26.57573699951172		0.10466566476459414
20	14:09:50	1	0.0500	0.015797061567765898	26.3056583404541		0.10461350674185613
21	14:18:50	2	0.0500	0.0155854746553536	26.134252548217773		0.10460642210805766
22	14:27:50	0	0.0500	0.015413209171910514	25.882139205932617		0.10467005604268058
23	14:36:50	1	0.0500	0.015192191238943047	25.70750617980957		0.10465772228867648
24	14:45:51	0	0.0500	0.015029215036432331	25.51761245727539		0.10485165860421017
25	14:54:53	1	0.0500	0.01489600052552689	25.2775936126709		0.10473067595012957
26	15:03:52	2	0.0500	0.014716464754767343	25.101350784301758		0.10482517371777654
27	15:12:53	3	0.0500	0.014576011107512131	24.988340377807617		0.10472737827350644
28	15:21:52	4	0.0500	0.014416460805480036	24.72944450378418		0.10465055083771045
29	15:30:52	1	0.0250	0.014255833803575042	24.637210845947266		0.10479248901011645
30	15:39:51	2	0.0250	0.014186191425543662	24.546409606933594		0.10476679421879859